"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"3545","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Zillia","5 - Closed Won","7808","2011","4","1","Not specified","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2011","2011-04-01 00:00:00","EU Sales Team"
"3546","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Dentrex","5 - Closed Won","4156","2013","2","15","Web","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"3547","Chromate Industrial Corporation","Chromate Industrial Corporation","Comfront","5 - Closed Won","8954","2011","9","20","Business development","Closed","093c020a-4551-467e-95e9-b258927674e9","Northeast","2011","2011-04-01 00:00:00","US Sales Team"
"3548","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Avenetro","5 - Closed Won","18748","2014","11","25","Tradeshow","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Southwest","2014","2014-04-01 00:00:00","US Sales Team"
"3549","Indiana Botanic Gardens","Indiana Botanic Gardens","Radantix","5 - Closed Won","9196","2011","5","15","Not specified","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"3550","Chromate Industrial Corporation","Chromate Industrial Corporation","Comfront","5 - Closed Won","14598","2015","3","6","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southwest","2015","2015-07-01 00:00:00","US Sales Team"
"3551","Safeway","Safeway","Memora","5 - Closed Won","23501","2015","9","5","Web","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Northeast","2015","2015-10-01 00:00:00","US Sales Team"
"3552","The Mentholatum Company","The Mentholatum Company","Comfront","5 - Closed Won","2429","2011","3","15","Not specified","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"3553","Walgreens Co.","Walgreens Co.","Zillia","5 - Closed Won","4308","2015","10","17","Tradeshow","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northwest","2015","2015-07-01 00:00:00","US Sales Team"
"3554","American Health Packaging","American Health Packaging","Comfront","5 - Closed Won","6524","2015","12","26","Business development","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2015","2015-10-01 00:00:00","US Sales Team"
"3555","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Avenetro","5 - Closed Won","7982","2011","4","8","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"3556","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","9285","2014","3","11","Web","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northwest","2014","2014-07-01 00:00:00","US Sales Team"
"3557","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Manatea","5 - Closed Won","5670","2013","12","10","Tradeshow","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Northwest","2013","2013-01-01 00:00:00","US Sales Team"
"3558","Watson Laboratories Inc.","Watson Laboratories Inc.","Accugel","5 - Closed Won","8448","2011","12","21","Tradeshow","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"3559","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Zillia","5 - Closed Won","18499","2014","3","24","Tradeshow","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"3560","Tarte Inc","Tarte Inc","3-DOM","5 - Closed Won","12691","2013","7","2","Tradeshow","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"3561","Bryant Ranch Prepack","Bryant Ranch Prepack","Emoltra","5 - Closed Won","8238","2013","11","13","Not specified","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3562","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Acclimite","5 - Closed Won","7631","2014","1","2","Tradeshow","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northeast","2014","2014-04-01 00:00:00","US Sales Team"
"3563","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Acclimite","5 - Closed Won","24220","2013","4","11","Business development","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Southeast","2013","2013-01-01 00:00:00","EU Sales Team"
"3564","Bryant Ranch Prepack","Bryant Ranch Prepack","Comfront","5 - Closed Won","16866","2015","6","15","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2015","2015-01-01 00:00:00","EU Sales Team"
"3565","Wyeth BioPharma","Wyeth BioPharma","Dentrex","5 - Closed Won","22988","2013","2","20","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"3566","Indiana Botanic Gardens","Indiana Botanic Gardens","Prevalax","5 - Closed Won","5028","2014","6","19","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northeast","2014","2014-10-01 00:00:00","EU Sales Team"
"3567","Wyeth BioPharma","Wyeth BioPharma","Accugel","5 - Closed Won","20033","2012","4","2","Not specified","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"3568","Walgreens Co.","Walgreens Co.","3-DOM","5 - Closed Won","7284","2015","4","26","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southwest","2015","2015-07-01 00:00:00","EU Sales Team"
"3569","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Memora","5 - Closed Won","1640","2013","11","20","Not specified","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Southwest","2013","2013-07-01 00:00:00","US Sales Team"
"3570","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","18332","2015","9","8","Web","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Northeast","2015","2015-01-01 00:00:00","EU Sales Team"
"3571","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Avenetro","5 - Closed Won","14734","2011","11","21","Business development","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2011","2011-01-01 00:00:00","EU Sales Team"
"3572","Indiana Botanic Gardens","Indiana Botanic Gardens","Avenetro","5 - Closed Won","11168","2014","4","16","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"3573","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Dentrex","5 - Closed Won","1920","2014","8","22","Not specified","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2014","2014-07-01 00:00:00","EU Sales Team"
"3574","American Health Packaging","American Health Packaging","Emoltra","5 - Closed Won","16321","2014","12","6","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"3575","AvKARE Inc.","AvKARE Inc.","Comfront","5 - Closed Won","10248","2011","9","7","Web","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northwest","2011","2011-07-01 00:00:00","EU Sales Team"
"3576","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accugel","5 - Closed Won","18385","2012","1","5","Not specified","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northwest","2012","2012-07-01 00:00:00","US Sales Team"
"3577","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Prevalax","5 - Closed Won","20594","2015","9","7","Not specified","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2015","2015-07-01 00:00:00","EU Sales Team"
"3578","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Radantix","5 - Closed Won","2446","2012","9","12","Not specified","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Southwest","2012","2012-01-01 00:00:00","EU Sales Team"
"3579","AvKARE Inc.","AvKARE Inc.","Zillia","5 - Closed Won","13922","2011","5","9","Tradeshow","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2011","2011-01-01 00:00:00","EU Sales Team"
"3580","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Dentrex","5 - Closed Won","21484","2015","5","8","Business development","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southeast","2015","2015-10-01 00:00:00","US Sales Team"
"3581","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Accruex","5 - Closed Won","16562","2011","1","20","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Southeast","2011","2011-04-01 00:00:00","EU Sales Team"
"3582","Watson Laboratories Inc.","Watson Laboratories Inc.","Memora","5 - Closed Won","1585","2014","11","12","Web","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northeast","2014","2014-04-01 00:00:00","US Sales Team"
"3583","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Prevalax","5 - Closed Won","21487","2014","10","14","Web","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northeast","2014","2014-01-01 00:00:00","US Sales Team"
"3584","Apotheca Company","Apotheca Company","Radantix","5 - Closed Won","21088","2013","6","2","Web","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2013","2013-04-01 00:00:00","US Sales Team"
"3585","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Acclimite","5 - Closed Won","24004","2011","6","4","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3586","The Mentholatum Company","The Mentholatum Company","Comfront","5 - Closed Won","3287","2015","5","18","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2015","2015-04-01 00:00:00","US Sales Team"
"3587","Safeway","Safeway","Accugel","5 - Closed Won","16924","2015","5","13","Web","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Northwest","2015","2015-01-01 00:00:00","US Sales Team"
"3588","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Avenetro","5 - Closed Won","11236","2015","5","15","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southeast","2015","2015-04-01 00:00:00","US Sales Team"
"3589","Tarte Inc","Tarte Inc","3-DOM","5 - Closed Won","15349","2011","9","9","Business development","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2011","2011-07-01 00:00:00","EU Sales Team"
"3590","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Emoltra","5 - Closed Won","2865","2013","6","26","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2013","2013-07-01 00:00:00","EU Sales Team"
"3591","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Radantix","5 - Closed Won","3670","2014","2","21","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2014","2014-07-01 00:00:00","US Sales Team"
"3592","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Radantix","5 - Closed Won","18753","2013","6","9","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3593","Watson Laboratories Inc.","Watson Laboratories Inc.","Accugel","5 - Closed Won","4748","2011","9","5","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"3594","American Health Packaging","American Health Packaging","Dentrex","5 - Closed Won","22667","2011","4","21","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Northwest","2011","2011-04-01 00:00:00","US Sales Team"
"3595","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","3-DOM","5 - Closed Won","11184","2012","9","4","Web","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2012","2012-01-01 00:00:00","US Sales Team"
"3596","Indiana Botanic Gardens","Indiana Botanic Gardens","Acclimite","5 - Closed Won","4762","2015","6","4","Business development","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southeast","2015","2015-01-01 00:00:00","US Sales Team"
"3597","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Avenetro","5 - Closed Won","6638","2012","6","23","Not specified","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"3598","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Manatea","5 - Closed Won","15469","2011","4","3","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"3599","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Memora","5 - Closed Won","10720","2013","4","6","Business development","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2013","2013-07-01 00:00:00","US Sales Team"
"3600","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Acclimite","5 - Closed Won","14011","2014","5","28","Not specified","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"3601","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Comfront","5 - Closed Won","5610","2015","7","24","Business development","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2015","2015-04-01 00:00:00","EU Sales Team"
"3602","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","3-DOM","5 - Closed Won","1337","2015","7","15","Web","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2015","2015-07-01 00:00:00","US Sales Team"
"3603","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Accruex","5 - Closed Won","23077","2014","6","23","Tradeshow","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"3604","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Memora","5 - Closed Won","6339","2014","5","21","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3605","Chromate Industrial Corporation","Chromate Industrial Corporation","Comfront","5 - Closed Won","5691","2013","3","7","Tradeshow","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northwest","2013","2013-01-01 00:00:00","US Sales Team"
"3606","Apotheca Company","Apotheca Company","Comfront","5 - Closed Won","8814","2011","3","10","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"3607","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Zillia","5 - Closed Won","3184","2014","11","10","Web","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"3608","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Emoltra","5 - Closed Won","13009","2013","10","6","Web","Closed","093c020a-4551-467e-95e9-b258927674e9","Southeast","2013","2013-01-01 00:00:00","US Sales Team"
"3609","American Health Packaging","American Health Packaging","Prevalax","5 - Closed Won","11191","2013","8","15","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"3610","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Accruex","5 - Closed Won","7630","2012","1","1","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2012","2012-01-01 00:00:00","EU Sales Team"
"3611","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Memora","5 - Closed Won","1454","2013","1","27","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"3612","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Zillia","5 - Closed Won","24296","2015","2","6","Web","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northeast","2015","2015-04-01 00:00:00","US Sales Team"
"3613","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Accruex","5 - Closed Won","14706","2015","4","2","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2015","2015-04-01 00:00:00","EU Sales Team"
"3614","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Acclimite","5 - Closed Won","11495","2014","7","10","Web","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2014","2014-04-01 00:00:00","EU Sales Team"
"3615","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Comfront","5 - Closed Won","2026","2012","8","21","Not specified","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northeast","2012","2012-01-01 00:00:00","US Sales Team"
"3616","American Health Packaging","American Health Packaging","Prevalax","5 - Closed Won","9490","2013","5","23","Tradeshow","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southwest","2013","2013-10-01 00:00:00","US Sales Team"
"3617","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Radantix","5 - Closed Won","16939","2015","1","19","Not specified","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southeast","2015","2015-04-01 00:00:00","US Sales Team"
"3618","Indiana Botanic Gardens","Indiana Botanic Gardens","Avenetro","5 - Closed Won","982","2014","3","19","Not specified","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southeast","2014","2014-07-01 00:00:00","EU Sales Team"
"3619","Bryant Ranch Prepack","Bryant Ranch Prepack","Accugel","5 - Closed Won","18671","2013","11","17","Not specified","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northeast","2013","2013-10-01 00:00:00","US Sales Team"
"3620","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Zillia","5 - Closed Won","8998","2015","7","18","Business development","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southeast","2015","2015-10-01 00:00:00","EU Sales Team"
"3621","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Emoltra","5 - Closed Won","2162","2013","12","18","Business development","Closed","093c020a-4551-467e-95e9-b258927674e9","Northwest","2013","2013-10-01 00:00:00","US Sales Team"
"3622","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Comfront","5 - Closed Won","23422","2014","6","2","Web","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2014","2014-01-01 00:00:00","US Sales Team"
"3623","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Avenetro","5 - Closed Won","13776","2015","5","3","Business development","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Southwest","2015","2015-10-01 00:00:00","US Sales Team"
"3624","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Radantix","5 - Closed Won","13548","2015","3","16","Business development","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northwest","2015","2015-10-01 00:00:00","EU Sales Team"
